tenure,breakdown,year,pct
renter,overall,2017,0.24995529795590288
mortgagee,overall,2017,0.1756978013128857
everyone,overall,2017,0.15003044591627104
renter,overall,2019,0.2403573908862653
mortgagee,overall,2019,0.17028914913462534
everyone,overall,2019,0.14657776508452608
renter,overall,2020,0.23122770609010282
mortgagee,overall,2020,0.16867550588032715
everyone,overall,2020,0.14225058334265744
renter,overall,2022,0.2276255873661774
mortgagee,overall,2022,0.23094243373749299
everyone,overall,2022,0.1681971706887268
renter,overall,2023,0.23012018272856952
mortgagee,overall,2023,0.25106993129148714
everyone,overall,2023,0.17643469918123644
owner,<35,1984,0.05805299795407919
owner,35 to 49,1984,0.04896738525583951
owner,50 to 64,1984,0.05501476845428838
owner,65+,1984,0.08037678783266929
owner,<35,1986,0.030518527495107438
owner,35 to 49,1986,0.03214779571148605
owner,50 to 64,1986,0.04269015931633895
owner,65+,1986,0.050547128257501406
owner,<35,1988,0.05357924877289973
owner,35 to 49,1988,0.04907408348382419
owner,50 to 64,1988,0.05734130273450213
owner,65+,1988,0.07927585339741694
owner,<35,1993,0.051183206441703696
owner,35 to 49,1993,0.04805779950678964
owner,50 to 64,1993,0.06016185167734026
owner,65+,1993,0.09697956396054311
owner,<35,1998,0.03923766936527364
owner,35 to 49,1998,0.04811452818495877
owner,50 to 64,1998,0.06016713862944291
owner,65+,1998,0.09667964975888514
owner,<35,2000,0.034057964620297095
owner,35 to 49,2000,0.025453643011544798
owner,50 to 64,2000,0.02619243687894106
owner,65+,2000,0.03869257897765332
owner,<35,2002,0.02550480124158331
owner,35 to 49,2002,0.026067713093417932
owner,50 to 64,2002,0.027206927926927638
owner,65+,2002,0.03973576509149616
owner,<35,2003,0.019333166862219205
owner,35 to 49,2003,0.0224516247086621
owner,50 to 64,2003,0.02662923576572598
owner,65+,2003,0.03875111392822968
owner,<35,2005,0.019944796651315107
owner,35 to 49,2005,0.018244015891430033
owner,50 to 64,2005,0.023350007086740423
owner,65+,2005,0.037851541600357176
owner,<35,2007,0.02230725902978244
owner,35 to 49,2007,0.018346522718935065
owner,50 to 64,2007,0.02023539404234666
owner,65+,2007,0.03153436444964472
owner,<35,2009,0.023017820247933883
owner,35 to 49,2009,0.023754993342210387
owner,50 to 64,2009,0.02465914981855884
owner,65+,2009,0.03492470362063441
owner,<35,2011,0.026257652203161785
owner,35 to 49,2011,0.02162586255789772
owner,50 to 64,2011,0.02485491455442138
owner,65+,2011,0.03759652824606818
owner,<35,2013,0.038051602001689735
owner,35 to 49,2013,0.025199743742277948
owner,50 to 64,2013,0.02753518146227912
owner,65+,2013,0.039462853830547776
owner,<35,2015,0.031109515014706886
owner,35 to 49,2015,0.023208349114169084
owner,50 to 64,2015,0.0287571780147662
owner,65+,2015,0.04029521640091116
owner,<35,2017,0.024914291359976286
owner,35 to 49,2017,0.02858643046297142
owner,50 to 64,2017,0.026981078923893138
owner,65+,2017,0.04108404595318304
owner,<35,2019,0.026697644687023653
owner,35 to 49,2019,0.02558494183259989
owner,50 to 64,2019,0.027672389661285806
owner,65+,2019,0.041023314963967786
owner,<35,2023,0.02576086956521739
owner,35 to 49,2023,0.024687356673291545
owner,50 to 64,2023,0.026701043585021487
owner,65+,2023,0.03958500669344043
mortgagee,<35,1984,0.21090509377892797
mortgagee,35 to 49,1984,0.17520453537847475
mortgagee,50 to 64,1984,0.12712769681598018
mortgagee,65+,1984,0.20237819722512848
mortgagee,<35,1986,0.21783717732640673
mortgagee,35 to 49,1986,0.17563641453651935
mortgagee,50 to 64,1986,0.15904471608017381
mortgagee,65+,1986,0.1972862549370642
mortgagee,<35,1988,0.2658993469252876
mortgagee,35 to 49,1988,0.20872447385608217
mortgagee,50 to 64,1988,0.14045047698685773
mortgagee,65+,1988,0.1391839133495824
mortgagee,<35,1993,0.3026381647039058
mortgagee,35 to 49,1993,0.24391241846464623
mortgagee,50 to 64,1993,0.22817216493590523
mortgagee,65+,1993,0.16254601909075744
mortgagee,<35,1998,0.2679333822358952
mortgagee,35 to 49,1998,0.22794023592533202
mortgagee,50 to 64,1998,0.17953323484219338
mortgagee,65+,1998,0.15397348308325182
mortgagee,<35,2000,0.24684548134023623
mortgagee,35 to 49,2000,0.1924391298605483
mortgagee,50 to 64,2000,0.14502369187823222
mortgagee,65+,2000,0.1295463113248004
mortgagee,<35,2002,0.2486484402383207
mortgagee,35 to 49,2002,0.2074836922642252
mortgagee,50 to 64,2002,0.1475345572806131
mortgagee,65+,2002,0.1385267550569998
mortgagee,<35,2003,0.27754991805360235
mortgagee,35 to 49,2003,0.2220531208335901
mortgagee,50 to 64,2003,0.17554158991640648
mortgagee,65+,2003,0.16479226098434613
mortgagee,<35,2005,0.287577447845142
mortgagee,35 to 49,2005,0.23111698983213616
mortgagee,50 to 64,2005,0.18265185160790692
mortgagee,65+,2005,0.17660468693766831
mortgagee,<35,2007,0.28560406588696347
mortgagee,35 to 49,2007,0.22916666666666666
mortgagee,50 to 64,2007,0.16072492273110423
mortgagee,65+,2007,0.12156087034705987
mortgagee,<35,2009,0.26971653903303233
mortgagee,35 to 49,2009,0.2285155026620733
mortgagee,50 to 64,2009,0.17660886709468684
mortgagee,65+,2009,0.20806451612903223
mortgagee,<35,2011,0.27055910872704764
mortgagee,35 to 49,2011,0.22221002910444201
mortgagee,50 to 64,2011,0.17833103719740206
mortgagee,65+,2011,0.17443885796372777
mortgagee,<35,2013,0.2535070737155622
mortgagee,35 to 49,2013,0.21891649972294447
mortgagee,50 to 64,2013,0.16433207021211726
mortgagee,65+,2013,0.14877010748034336
mortgagee,<35,2015,0.24195990875115272
mortgagee,35 to 49,2015,0.22309375670456982
mortgagee,50 to 64,2015,0.16771875135298958
mortgagee,65+,2015,0.16158442288767047
mortgagee,<35,2017,0.23443567115652578
mortgagee,35 to 49,2017,0.23352685050798258
mortgagee,50 to 64,2017,0.16919900577293137
mortgagee,65+,2017,0.15046038543897217
mortgagee,<35,2019,0.2209112959112959
mortgagee,35 to 49,2019,0.220946259873006
mortgagee,50 to 64,2019,0.17235033511302966
mortgagee,65+,2019,0.15352204681545997
mortgagee,<35,2023,0.31005319148936167
mortgagee,35 to 49,2023,0.310100529819318
mortgagee,50 to 64,2023,0.24189530326180828
mortgagee,65+,2023,0.21546652659726867
renter,<35,1984,0.15474982127839468
renter,35 to 49,1984,0.14452764154624337
renter,50 to 64,1984,0.14577186296618785
renter,65+,1984,0.15724880230355315
renter,<35,1986,0.15402505504783007
renter,35 to 49,1986,0.14408325139153969
renter,50 to 64,1986,0.15523707467758446
renter,65+,1986,0.15945886703056786
renter,<35,1988,0.18326453006613808
renter,35 to 49,1988,0.1699881918666059
renter,50 to 64,1988,0.16660435299142923
renter,65+,1988,0.19847680993780775
renter,<35,1993,0.19958048258335556
renter,35 to 49,1993,0.18892374458076983
renter,50 to 64,1993,0.1969819842409118
renter,65+,1993,0.23733834292407296
renter,<35,1998,0.20052792408909115
renter,35 to 49,1998,0.1955367766142881
renter,50 to 64,1998,0.1960743568023971
renter,65+,1998,0.250661613233281
renter,<35,2000,0.20508177630957775
renter,35 to 49,2000,0.1959884355137201
renter,50 to 64,2000,0.20039413364981407
renter,65+,2000,0.19042080131564493
renter,<35,2002,0.20606660167359825
renter,35 to 49,2002,0.20773454285043694
renter,50 to 64,2002,0.2061341448852625
renter,65+,2002,0.22700154477584616
renter,<35,2003,0.19860724625057494
renter,35 to 49,2003,0.18909734737841727
renter,50 to 64,2003,0.19789204116672088
renter,65+,2003,0.24491899136231515
renter,<35,2005,0.1928190749350084
renter,35 to 49,2005,0.20870504295691172
renter,50 to 64,2005,0.2072813765986405
renter,65+,2005,0.24217417225713297
renter,<35,2007,0.19374757582809712
renter,35 to 49,2007,0.18750684931506847
renter,50 to 64,2007,0.19196077815141896
renter,65+,2007,0.24546434147736018
renter,<35,2009,0.20169585056487682
renter,35 to 49,2009,0.19391744229877042
renter,50 to 64,2009,0.1800246919810936
renter,65+,2009,0.21714897064578756
renter,<35,2011,0.20298540834771556
renter,35 to 49,2011,0.2058093042819092
renter,50 to 64,2011,0.20443190702764721
renter,65+,2011,0.23458522009385557
renter,<35,2013,0.21263644406400672
renter,35 to 49,2013,0.2087194967960521
renter,50 to 64,2013,0.20858836056484006
renter,65+,2013,0.248197212837046
renter,<35,2015,0.2117390604743157
renter,35 to 49,2015,0.2056939863635966
renter,50 to 64,2015,0.21475678306493484
renter,65+,2015,0.23210724544313346
renter,<35,2017,0.21156859843582798
renter,35 to 49,2017,0.2173748006325536
renter,50 to 64,2017,0.2111133180190177
renter,65+,2017,0.2485239066432826
renter,<35,2019,0.2047862031588993
renter,35 to 49,2019,0.19975409353707302
renter,50 to 64,2019,0.2203386043859891
renter,65+,2019,0.23534916787900484
renter,<35,2023,0.19221247084830614
renter,35 to 49,2023,0.18749800442764245
renter,50 to 64,2023,0.20681543664071037
renter,65+,2023,0.22088972363268453
owner,overall,1984,0.059929548536720334
owner,overall,1986,0.040484409784018856
owner,overall,1988,0.05933262999253833
owner,overall,1993,0.06355093167104739
owner,overall,1998,0.06392020327410769
owner,overall,2000,0.029724473249293018
owner,overall,2002,0.030615308942688584
owner,overall,2003,0.028950133982532843
owner,overall,2005,0.0260492641255106
owner,overall,2007,0.023551210917095698
owner,overall,2009,0.0280699000293293
owner,overall,2011,0.029171908594009262
owner,overall,2013,0.03220980330121358
owner,overall,2015,0.03323240275068911
owner,overall,2017,0.033771299274277994
owner,overall,2019,0.0339397161760215
owner,overall,2023,0.032748848939957706
everyone,65+,1984,0.09991254602045552
everyone,50 to 64,1984,0.0891557138892471
everyone,35 to 49,1984,0.13019511710094606
everyone,<35,1984,0.17553273456874008
everyone,65+,1986,0.08217627366449094
everyone,50 to 64,1986,0.08583676303071529
everyone,35 to 49,1986,0.12787767139588413
everyone,<35,1986,0.17359735822108374
everyone,65+,1988,0.09960267661123778
everyone,50 to 64,1988,0.08729370488953735
everyone,35 to 49,1988,0.1465251182124497
everyone,<35,1988,0.20558821188574164
everyone,65+,1993,0.11962450692251951
everyone,50 to 64,1993,0.11455659683584385
everyone,35 to 49,1993,0.16392667654566928
everyone,<35,1993,0.23084566094144138
everyone,65+,1998,0.11543908729834863
everyone,50 to 64,1998,0.11091174658524974
everyone,35 to 49,1998,0.172042764886391
everyone,<35,1998,0.21366003995163307
everyone,65+,2000,0.06023426514404534
everyone,50 to 64,2000,0.08639087526371285
everyone,35 to 49,2000,0.15162484871514348
everyone,<35,2000,0.21514849105147657
everyone,65+,2002,0.06435035590184097
everyone,50 to 64,2002,0.09337159507614193
everyone,35 to 49,2002,0.17398691046576462
everyone,<35,2002,0.21347672236787546
everyone,65+,2003,0.0700091075934677
everyone,50 to 64,2003,0.10728562476926573
everyone,35 to 49,2003,0.17728310231636532
everyone,<35,2003,0.2279142613449903
everyone,65+,2005,0.06965704372883964
everyone,50 to 64,2005,0.11104737305868467
everyone,35 to 49,2005,0.18631257374272406
everyone,<35,2005,0.22196246108328027
everyone,65+,2007,0.05984695724109405
everyone,50 to 64,2007,0.09837645962217413
everyone,35 to 49,2007,0.1864211530500207
everyone,<35,2007,0.2247627417765839
everyone,65+,2009,0.06811750021626564
everyone,50 to 64,2009,0.11718132898894154
everyone,35 to 49,2009,0.1950143625205492
everyone,<35,2009,0.23064927887146017
everyone,65+,2011,0.07475016208723648
everyone,50 to 64,2011,0.12536364212430368
everyone,35 to 49,2011,0.1971576391760228
everyone,<35,2011,0.23388043622983165
everyone,65+,2013,0.07534563345633456
everyone,50 to 64,2013,0.12220697312217613
everyone,35 to 49,2013,0.1983208554059073
everyone,<35,2013,0.22998744786816214
everyone,65+,2015,0.07689747311778249
everyone,50 to 64,2015,0.12998082683632628
everyone,35 to 49,2015,0.20095919828203293
everyone,<35,2015,0.22744131388116598
everyone,65+,2017,0.08227685893931111
everyone,50 to 64,2017,0.13285508250763267
everyone,35 to 49,2017,0.21503130539735224
everyone,<35,2017,0.22365353069297153
everyone,65+,2019,0.08246297079983073
everyone,50 to 64,2019,0.13933521624166093
everyone,35 to 49,2019,0.20218240899310586
everyone,<35,2019,0.21242941905864748
everyone,65+,2023,0.0883874943388942
everyone,50 to 64,2023,0.17655170778738402
everyone,35 to 49,2023,0.25221869559188326
everyone,<35,2023,0.24054564250078656
